# 4569 81
Language Region Globe Abbreviation Var1 Var2 Var3 Meaning Word
Niger-Congo_proper Atlantic Southern_W._Atlantic Kisi kss 8.82 -10.17 battery pòùwó
Niger-Congo_proper Atlantic Southern_W._Atlantic Kisi kss 8.82 -10.17 STONE/ROCK pòùwó
Niger-Congo_proper Atlantic Southern_W._Atlantic Kisi kss 8.82 -10.17 ASH(ES) pùltáŋ
Niger-Congo_proper Atlantic Southern_W._Atlantic Kisi kss 8.82 -10.17 EARTH/SOIL pùùlòó
Niger-Congo_proper Atlantic Southern_W._Atlantic Kisi kss 8.82 -10.17 mortar pùùlòó
Niger-Congo_proper Atlantic Southern_W._Atlantic Kisi kss 8.82 -10.17 mud pùùlòó
Niger-Congo_proper Atlantic Southern_W._Atlantic Kisi kss 8.82 -10.17 SAND sìòŋndé
Niger-Congo_proper Atlantic Southern_W._Atlantic Kisi kss 8.82 -10.17 YEAR wɔ̀sìéí
Niger-Congo_proper Atlantic Southern_W._Atlantic Kisi kss 8.82 -10.17 FIRE yìŋndé
Niger-Congo_proper Atlantic Southern_W._Atlantic Kisi kss 8.82 -10.17 flame yìŋndé
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 cat's_cradle_figure g̣aloˑ
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 SKY g̣aloˑ
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 white_of_the_eye g̣aloˑ
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 EARTH/SOIL g̣eˑla
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 SAND g̣laws
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 RIVER g̣og̣e
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 stream g̣og̣e
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 ASH(ES) lk'om
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 embers lk'om
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 FIRE lolog̣s
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 DUST nkililk's
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 CLOUD(S) p'ayss
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 DAY/DAYTIME pse
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 NIGHT psin
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 STAR qčoˑl
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 STONE/ROCK qday
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 MOON rrewg̣aw's
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 SMOKE slaˑyg̣s
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 WIND sl'ewys
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 SALT soˑl
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 SEA/OCEAN soˑlčoq
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 month sʔabas
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 SUN sʔabas
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 DAY/DAYTIME wayts
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 MOUNTAIN y'ayn'a
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 WATER ʔambo
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 Klamath_Lake ʔews
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 LAKE ʔews
Penutian Coastal_Penutian Klamath Klamath kla 42.5 -121.5 YEAR ʔiLoˑls
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 month bata<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 MOON bata<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 EARTH/SOIL de<vahE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 feces de<vahE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 web de<vahE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 SMOKE dui<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 SAND eha<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 SALT eve<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 SEA/OCEAN eve<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 WATER eve<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 SAND heu<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 WIND hihi<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 ASH(ES) houka<vahE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 DUST huguhu<varE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 EARTH/SOIL huguhu<varE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 juice ita<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 RIVER ita<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 stream ita<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 WATER ita<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 STAR koro<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 STONE/ROCK muni<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 MOUNTAIN numuta<varE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 YEAR ravani<varE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 heaven va<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 rain va<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 SKY va<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 DAY/DAYTIME vani<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 SUN vani<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 time vani<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 evening vaubu<gE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 NIGHT vaubu<gE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 cigarette vene_dui<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 SMOKE vene_dui<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 FIRE vene<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 firewood vene<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 match vene<rE>
E_New_Guinea E_New_Guinea C_and_SE_New_Guinea Koiari kbk -9.5 147.33 CLOUD(S) yaguru<varE>
Na-Dene AET Athapaskan Koyukon koy 65 -155 RIVER _-no'
Na-Dene AET Athapaskan Koyukon koy 65 -155 stream _-no'
Na-Dene AET Athapaskan Koyukon koy 65 -155 watercourse _-no'
Na-Dene AET Athapaskan Koyukon koy 65 -155 LAKE benh
Na-Dene AET Athapaskan Koyukon koy 65 -155 swamp benh
Na-Dene AET Athapaskan Koyukon koy 65 -155 chattel deeloye
Na-Dene AET Athapaskan Koyukon koy 65 -155 clothing deeloye
Na-Dene AET Athapaskan Koyukon koy 65 -155 CLOUD(S) deeloye
Na-Dene AET Athapaskan Koyukon koy 65 -155 possessions deeloye
Na-Dene AET Athapaskan Koyukon koy 65 -155 SALT degheyukk
Na-Dene AET Athapaskan Koyukon koy 65 -155 hill dleł
Na-Dene AET Athapaskan Koyukon koy 65 -155 MOUNTAIN dleł
Na-Dene AET Athapaskan Koyukon koy 65 -155 mountainous_region dleł
Na-Dene AET Athapaskan Koyukon koy 65 -155 MOON dołt'ol(e)
Na-Dene AET Athapaskan Koyukon koy 65 -155 SUN dzaan_zo'ʉ
Na-Dene AET Athapaskan Koyukon koy 65 -155 DAY/DAYTIME dzaanh
Na-Dene AET Athapaskan Koyukon koy 65 -155 sunlight dzaanh
Na-Dene AET Athapaskan Koyukon koy 65 -155 air ełts'eeyh
Na-Dene AET Athapaskan Koyukon koy 65 -155 turbulence ełts'eeyh
Na-Dene AET Athapaskan Koyukon koy 65 -155 WIND ełts'eeyh
Na-Dene AET Athapaskan Koyukon koy 65 -155 SUN ghe'ole
Na-Dene AET Athapaskan Koyukon koy 65 -155 SUN hedee'one
Na-Dene AET Athapaskan Koyukon koy 65 -155 RIVER ĥene
Na-Dene AET Athapaskan Koyukon koy 65 -155 winter hʉyh
Na-Dene AET Athapaskan Koyukon koy 65 -155 YEAR hʉyh
Na-Dene AET Athapaskan Koyukon koy 65 -155 CLOUD(S) kk'uł
Na-Dene AET Athapaskan Koyukon koy 65 -155 FIRE kkun'
Na-Dene AET Athapaskan Koyukon koy 65 -155 firelight kkun'
Na-Dene AET Athapaskan Koyukon koy 65 -155 firewood kkun'
Na-Dene AET Athapaskan Koyukon koy 65 -155 hearth kkun'
Na-Dene AET Athapaskan Koyukon koy 65 -155 meteor kkun'
Na-Dene AET Athapaskan Koyukon koy 65 -155 torch kkun'
Na-Dene AET Athapaskan Koyukon koy 65 -155 ASH(ES) łaats
Na-Dene AET Athapaskan Koyukon koy 65 -155 clay łaats
Na-Dene AET Athapaskan Koyukon koy 65 -155 DUST łaats
Na-Dene AET Athapaskan Koyukon koy 65 -155 EARTH/SOIL łaats
Na-Dene AET Athapaskan Koyukon koy 65 -155 granular_substance łaats
Na-Dene AET Athapaskan Koyukon koy 65 -155 mud łaats
Na-Dene AET Athapaskan Koyukon koy 65 -155 SAND łaats
Na-Dene AET Athapaskan Koyukon koy 65 -155 boulder le'one
Na-Dene AET Athapaskan Koyukon koy 65 -155 STONE/ROCK le'one
Na-Dene AET Athapaskan Koyukon koy 65 -155 tempered_steel le'one
Na-Dene AET Athapaskan Koyukon koy 65 -155 SMOKE łet
Na-Dene AET Athapaskan Koyukon koy 65 -155 DUST łets'eeyh
Na-Dene AET Athapaskan Koyukon koy 65 -155 fine_white_ashes_of_hard_brown_birch_fungus łets'eeyh
Na-Dene AET Athapaskan Koyukon koy 65 -155 jet_or_spout_of_water łets'eeyh
Na-Dene AET Athapaskan Koyukon koy 65 -155 mist łets'eeyh
Na-Dene AET Athapaskan Koyukon koy 65 -155 SMOKE łets'eeyh
Na-Dene AET Athapaskan Koyukon koy 65 -155 soot łets'eeyh
Na-Dene AET Athapaskan Koyukon koy 65 -155 LAKE menkk'et
Na-Dene AET Athapaskan Koyukon koy 65 -155 SUN no'oy
Na-Dene AET Athapaskan Koyukon koy 65 -155 month so
Na-Dene AET Athapaskan Koyukon koy 65 -155 SUN so
Na-Dene AET Athapaskan Koyukon koy 65 -155 SALT sole
Na-Dene AET Athapaskan Koyukon koy 65 -155 NIGHT tetl
Na-Dene AET Athapaskan Koyukon koy 65 -155 MOON tetl_zo'
Na-Dene AET Athapaskan Koyukon koy 65 -155 bluff tlaa
Na-Dene AET Athapaskan Koyukon koy 65 -155 boulder tlaa
Na-Dene AET Athapaskan Koyukon koy 65 -155 cliff tlaa
Na-Dene AET Athapaskan Koyukon koy 65 -155 STONE/ROCK tlaa
Na-Dene AET Athapaskan Koyukon koy 65 -155 NIGHT tledaahe
Na-Dene AET Athapaskan Koyukon koy 65 -155 MOON tledaał_zo'ʉ
Na-Dene AET Athapaskan Koyukon koy 65 -155 STAR tloon'
Na-Dene AET Athapaskan Koyukon koy 65 -155 SEA/OCEAN tokuh
Na-Dene AET Athapaskan Koyukon koy 65 -155 bodily_fluid too
Na-Dene AET Athapaskan Koyukon koy 65 -155 juice too
Na-Dene AET Athapaskan Koyukon koy 65 -155 liquid too
Na-Dene AET Athapaskan Koyukon koy 65 -155 sap too
Na-Dene AET Athapaskan Koyukon koy 65 -155 WATER too
Na-Dene AET Athapaskan Koyukon koy 65 -155 atmosphere yo
Na-Dene AET Athapaskan Koyukon koy 65 -155 heaven yo
Na-Dene AET Athapaskan Koyukon koy 65 -155 SKY yo
Na-Dene AET Athapaskan Koyukon koy 65 -155 SKY yo_kkokk'ʉt
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 DUST hapasen
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 CLOUD(S) hejagwayap
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 fog hejagwayap
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 mist hejagwayap
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 white hejagwayap
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 burning_object hi
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 FIRE hi
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 hearth hi
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 ASH(ES) hikishebo
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 ASH(ES) him_she
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 cigarette_ash him_she
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 soot him_she
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 aesthetic_quality_or_aura_that_makes_people_and_other_entities_visually_attractive_when_they_are_painted_and_decorated_in_ceremony hirika
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 aura_that_surrounds_a_person_who_has_ingested_kapa_poison hirika
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 mist hirika
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 smell hirika
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 SMOKE hirika
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 gravel kesin
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 SAND kesin
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 sandbank kesin
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 ASH(ES) keyihapa_now
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 black_paint keyihapa_now
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 burned_object keyihapa_now
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 burning_object keyihapa_now
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 earth_blackened_by_fire keyihapa_now
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 forest kwow
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 hill kwow
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 MOUNTAIN kwow
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 canal naba
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 lagoon naba
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 LAKE naba
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 pond naba
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 swamp naba
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 watercourse naba
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 WATER nagiilaya
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 SKY neer
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 month niiwiika
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 MOON niiwiika
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 NIGHT niy
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 country nowosap
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 EARTH/SOIL nowosap
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 ground nowosap
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 channel pa
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 flowing_water pa
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 RIVER pa
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 stream pa
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 boulder papa
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 hearthstone papa
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 STONE/ROCK papa
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 DUST regii
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 EARTH/SOIL regii
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 grit regii
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 ASH(ES) she
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 SEA/OCEAN somakwotii_tawa_pa
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 WATER somakwotii_tawa_pa
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 breeze sowa
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 WIND sowa
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 ceremony sukwiya
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 YEAR sukwiya
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 beverage uku
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 sap uku
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 WATER uku
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 WATER uku_sobo
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 STAR winyumay
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 SALT woshi
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 SUN ya
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 DAY/DAYTIME yadii
Sepik Middle_Sepik Middle_Sepik Kwoma kmo -4.17 142.75 DAY/DAYTIME yadii_nedii
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 SUN áŋpawí
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 DAY/DAYTIME aŋpétu
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 LAKE blé
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 ASH(ES) čhaȟóta
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 SAND čhasmú
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 MOUNTAIN ȟé
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 mountainous_region ȟé
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 NIGHT haŋhépi
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 MOON haŋhépi_wí
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 MOON haŋwí
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 STONE/ROCK íŋyaŋ
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 country makȟá
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 DUST makȟá
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 EARTH/SOIL makȟá
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 ground makȟá
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 nature makȟá
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 world makȟá
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 DUST makȟáblu
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 EARTH/SOIL makȟáblu
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 CLOUD(S) maȟpíya
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 heaven maȟpíya
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 SKY maȟpíya
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 WATER mní
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 SALT mniskúya
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 SEA/OCEAN mniwáŋča
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 season ómakȟa
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 YEAR ómakȟa
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 FIRE pȟéta
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 SMOKE šóta
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 breeze tȟaté
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 WIND tȟaté
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 RIVER wakpá
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 stream wakpá
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 age waníyetu
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 winter waníyetu
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 YEAR waníyetu
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 month wí
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 MOON wí
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 SUN wí
Almosan-Keresiouan Siouan-Yuchi Siouan Lakhota lkt 43.83 -101.83 STAR wičháȟpi
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 DAY/DAYTIME antü
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 SUN antü
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 time antü
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 work antü
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 RIVER cagtun
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 SALT chadi
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 YEAR chripantu
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 DUST chupùd
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 EARTH/SOIL chupùd
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 WATER coico
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 water_bird coico
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 SAND corel
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 cloud_of_dust cuvüu
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 EARTH/SOIL cuvüu
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 DUST cuyüv
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 SMOKE fitrun
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 heaven huenu
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 SKY huenu
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 heaven huenumapu
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 SKY huenumapu
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 WATER ko
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 EARTH/SOIL kunu
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 STONE/ROCK kura
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 air kürüf
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 WIND kürüf
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 FIRE kütral
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 month küyen
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 MOON küyen
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 SAND kuyüm
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 LAKE lafken
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 SEA/OCEAN lafken
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 RIVER lewfü
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 WATER llapùm
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 MOUNTAIN mahuida
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 mountainous_region mahuida
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 WIND nungm
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 EARTH/SOIL pülli
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 hill pülli
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 NIGHT pun
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 cloud_effect? tromü
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 CLOUD(S) tromü
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 darkness tromü
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 ASH(ES) trufken
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 DUST trufken
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 DUST trufür
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 EARTH/SOIL trumag
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 EARTH/SOIL tue
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 LAKE vutalavquen
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 SEA/OCEAN vutalavquen
Andean Southern_Andean Araucanian Mapudungun arn -38 -72 STAR wangülen
Australian Australian Maran Mara mec -15 135.17 RIVER balba
Australian Australian Maran Mara mec -15 135.17 ASH(ES) buḷŋu
Australian Australian Maran Mara mec -15 135.17 chambered_nautilus ḍaŋaḍaŋa
